date,gender,gender_label,time_code,time_label,url,row_index,confidence,basis,analysis
1995-07-11,female,女命,1,0-1点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-1-2.html,32,60%,本命 财帛宫 加会 龙池 凤阁,拥有技艺的优点，故主［由艺术技巧起家］，可从事和艺术有关的工作，如绘画、陶瓷、摄影等。可以凭专门技艺以求财。
1995-07-11,female,女命,1,0-1点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-1-2.html,33,59%,本命 夫妻宫 坐守1个及以上 贪狼 破军 七杀,自身会倾向于选择比较有个性和较活跃型的人。
1995-07-11,female,女命,1,0-1点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-1-2.html,34,59%,本命 子女宫 坐守1个及以上 红鸾 天喜,女多子少。
1995-07-11,female,女命,1,0-1点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-1-2.html,35,59%,本命 子女宫 坐守1个及以上 化忌 火星 铃星 地劫 地空 陀罗 擎羊,易与子女孤单刑克，时起争端。
1995-07-11,female,女命,1,0-1点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-1-2.html,36,59%,本命 福德宫 坐守1个及以上 火星 铃星,虽能享福，但急躁，好投机。
1995-07-11,female,女命,1,0-1点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-1-2.html,37,58%,本命 官禄宫 坐守 长生,学习、工作能得到稳健的进步，容易成就事业。
1995-07-11,female,女命,1,0-1点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-1-2.html,38,54%,本命 加会1个及以上 龙池 凤阁,有骄傲、高洁、不随俗的特性。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,1,74%,本命 加会 巨门 太阳 天刑,司刑法之星。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,2,74%,本命 加会 太阳 太阴,刚柔相济，大度，豪迈。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,3,73%,"本命 坐守1个及以上 贪狼 廉贞 红鸾 天喜 咸池 天姚 沐浴
本命 夫妻宫 加会 地劫 地空","会因配偶或本身外遇而蒙受损失。
通常是惯性外遇，一生中可能重复发生，直至家败人散。"
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,4,71%,本命 夫妻宫 坐守 天机,另一半聪明机智，企划力强，有事多可与其商量，也善于照顾人，但个性不免”机”动，可能高朝低潮迭起，彼此感情需多协调、包容，以防变数或静极思动。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,5,71%,本命 财帛宫 坐守 巨门,劳心费神以求财，或以口舌求财。且不宜心高气傲，否则必生破败。财不过一代，注意子女是否散财。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,6,71%,本命 子女宫 坐守 天相,对象略年长，或是结过婚之人，或是娱乐场所之人。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,7,71%,本命 夫妻宫 坐守 天梁,多为女命年龄大于男命，家庭主权操持在女命手中，感情和睦，为相敬如宾型婚姻。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,8,71%,本命 迁移宫 坐守 天同,在外可得长辈提携，在外口福多，不好动，出门由不得自己，人缘好。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,9,71%,本命 田宅宫 坐守 廉贞,破祖，自己创业时必带困扰、纠纷以致破败，宜选择服务机构，田宅宜注意风水。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,10,71%,本命 夫妻宫 坐守 化禄,"夫妇感情丰富、情深义重。
结婚后有食禄、财富更显彰。
借助配偶之力较能得食禄、财富。
姻缘早发，未必早婚，喜自由恋爱结婚。
与配偶缘深，配偶人缘好，只是未必貌美。"
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,11,71%,本命 交友宫 坐守 天府,交友谨慎，多交益友。朋友众多，交游广阔，不过无论如何，必定小心选择朋友，益友多而损友少，或是对所有朋友都保持距离，故多泛泛之交。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,12,71%,本命 兄弟宫 坐守 化科,与兄弟姊妹有缘，相处和睦，兄弟姊妹可为自己的贵人。一生贵人多，异性缘佳。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,13,71%,本命 财帛宫 坐守 太阳,财凭社会地位而来，因此必须争取地位，如学术者应追求较高学位，经商者应追求代理名牌商品、或自行创造商标商誉，任职者应积极进修，争取声誉，或凭人际关系创造升职条件。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,14,71%,本命 迁移宫 坐守 太阴,不宜与人竞争、争夺。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,15,71%,本命 夫妻宫 坐守 化权,配偶比自己能干，夫妻间易有争执、摩擦，姻缘来自父母或儿女之命而结化倾向，男易惧内、女易怕夫、多配偶掌权。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,16,71%,本命 兄弟宫 坐守 紫微,必须甘心处于副手地位，才可与人合作共事。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,17,70%,"本命 财帛宫 坐守1个及以上 贪狼 巨门 破军 天梁 七杀 天机
本命 财帛宫 加会2个及以上 化忌 火星 铃星 地劫 地空 陀罗 擎羊",多为好赌之辈，可能血本无归。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,18,69%,本命 兄弟宫 加会 贪狼 铃星,横发。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,19,67%,本命 夫妻宫 坐守 擎羊,两人很容易为了小事情而剑拔弩张，爱情来得快也很浓烈，两人的独占性强，往往会给彼此种种压力及限制，容易有感情外鹜。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,20,67%,本命 夫妻宫 坐守 力士 擎羊,会迟婚，或有不想结婚的倾向。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,21,67%,本命 财帛宫 坐守 陀罗,宜从事工艺、工程，不宜经商，常陷于胶着状态。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,22,67%,本命 福德宫 空宫,希望能有段美好的婚姻感情，但是通常难以如愿，往往婚姻感情都需要付出很大的努力。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,23,67%,本命 空宫,幼年多病，与双亲感情浅，一生当中会更改自己姓或名，离乡外赴等情形。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,24,66%,本命 财帛宫 加会3个及以上 化忌 火星 铃星 地劫 地空 陀罗 擎羊,钱财必有大破败的情况，纵发一时之财，也会因财致祸，多财务纠纷，财不能久留。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,25,66%,本命 加会3个及以上 化忌 火星 铃星 地劫 地空 陀罗 擎羊,兄弟姐妹体弱，或刑克分离，甚至无兄弟姐妹。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,26,66%,乙年出生,感性多情又执着，容易情绪不稳，过于完美主义又爱钻牛角尖，经常吹毛求疵让人受不了。而且还是个夜猫族，喜欢夜不归宿，容易流连灯红酒绿的场合，让人捉摸不定很没安全感，将成为其感情的致命伤。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,27,64%,本命 田宅宫 加会 左辅 右弼,住所附近多服务性机构，或多友好人群。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,28,64%,本命 夫妻宫 坐守 八座,自身多是天生孤独命。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,29,64%,本命 福德宫 坐守 天福,精神享受以及物质生活皆佳美。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,30,64%,本命 坐守 天姚,交际广与异性交往之机会多、花钱大方、风流潇洒，较注重仪表，会很自然的散发出吸引异性注目关爱的魅力，可说是天生的放电高手，即使不具备美女、俊男的条件，却能以文采、气质、言行表现等肢体语言来赢得青睐及仰慕！
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,31,64%,本命 夫妻宫 加会 地劫 地空,夫妻或因为周遭因素不能常相聚。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,32,64%,本命 福德宫 坐守 旬空,度量大。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,33,64%,本命 坐守 天厨,得政府或企业之恩惠、津贴。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,34,64%,本命 加会 地劫 地空,"所学所用较讲求实用，生活单调无趣；
也比较不会说谎，沉不住气藏不住话；
性急又胡思乱想，很容易有预设立场之嫌；
多空想而少实际。想法很多，却常因为种种原因无法放手去做，陷入空想多于实践的窘境。
故有半空折翅，浪里行舟的说法。"
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,35,62%,本命 加会 咸池 天姚 沐浴,多好色、重婚、性病等。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,36,61%,本命 加会2个及以上 化忌 地劫 地空 陀罗 擎羊,秀而不实福泽有损（富不全），或富贵只得其一，或富不很富，贵不很贵，或因富贵致祸，或人生有其他缺憾。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,37,61%,本命 夫妻宫 加会2个及以上 红鸾 天喜 咸池 天姚 沐浴,有选择较潇洒花俏的对象倾向外，在对异性的感情方面，也会较感性和感情较丰富。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,38,61%,本命 夫妻宫 加会2个及以上 火星 铃星 地劫 地空 陀罗 擎羊,夫妻关系多半不佳，多口舌是非、争吵、冷战甚至会离异。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,39,61%,本命 交友宫 加会2个及以上 左辅 右弼 天魁 天钺 化禄 化权 化科,得正直之友，助力大，并得下属拥护。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,40,61%,本命 迁移宫 加会2个及以上 左辅 右弼 天魁 天钺,工作职业，外出多得贵人扶助，逢凶化吉，而发财。动中每得贵人扶助，逢凶化吉。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,41,61%,本命 交友宫 加会2个及以上 火星 铃星 地劫 地空 陀罗 擎羊,多小人、破耗、纠纷、是非，易遭背弃与损害。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,42,61%,本命 午宫,容易少了冲动或过于理智，有如运球于篮下，却始终无法进球；但是冲动的后果，却是怨声连连，相互之间有如桎梏与锁链!
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,43,60%,"本命 官禄宫 坐守1个及以上 火星 铃星
本命 官禄宫 三方四正不见 紫微 贪狼",事业上劳多功少，待遇菲薄，环境恶劣，多转职，虽有工作较难长久。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,44,59%,本命 夫妻宫 坐守1个及以上 八座 三台,配偶较重名利，物质欲望高。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,45,59%,本命 福德宫 坐守1个及以上 天魁 天钺 化禄 化权 化科,一生常与富贵之人为友，多受助力，终身福厚得享，生活富裕，精神愉快，婚姻运强。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,46,59%,本命 迁移宫 坐守1个及以上 化忌 陀罗 擎羊,一般表示本人社交能力不强，也无法通过社交获得好处。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,47,59%,本命 夫妻宫 坐守1个及以上 火星 铃星 地劫 地空 陀罗 擎羊,配偶往往多有特殊个性或刚强，有主见，有时会增加婚姻的纠纷与争执，多多少少有些困扰。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,48,59%,本命 财帛宫 坐守1个及以上 巨门 天梁 天机,财多由口舌竞争而得。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,49,59%,本命 官禄宫 坐守1个及以上 火星 铃星,多波折，往往经艰苦而才能底定事业。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,50,59%,本命 夫妻宫 坐守1个及以上 天梁 天同 天机 太阴,自身会倾向于选择外表和个性属于较温和的人。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,51,59%,本命 坐守1个及以上 咸池 天姚 沐浴,自身必有桃花的困扰。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,52,59%,本命 官禄宫 坐守1个及以上 地劫 地空,事业外华内虚，进退失据，不安于受薪，或不甘心经营现成事业，勉强求变，结果反而陷入困境。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,53,59%,本命 田宅宫 坐守1个及以上 左辅 右弼,住所附近多服务性机构，或多友好人群。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,54,58%,本命 财帛宫 坐守 天刑,宜以刑法是非相关求财。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,55,58%,本命 福德宫 坐守 奏书,必擅文字。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,56,58%,本命 交友宫 坐守 长生,易得下属、朋友，源源不断。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,57,55%,"本命 加会1个及以上 火星 铃星
本命 三方四正不见 贪狼",秀而不实福泽有损（富不全），或富贵只得其一，或富不很富，贵不很贵，或因富贵致祸，或人生有其他缺憾。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,58,54%,本命 加会1个及以上 左辅 右弼 天魁 天钺,能得朋友提携、相助之力。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,59,54%,本命 加会1个及以上 火星 铃星,一生容易从事体力、劳力的工作，自身体能也较佳，具爆发力。
1995-07-11,female,女命,3,1-3点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-3-2.html,60,50%,身宫 福德宫,"有钱花在自己身上，满足于娱乐，比较爱享受，享福，注重生活品质，可能会有些缺乏积极进取，努力奋斗的精神，可能会承袭祖上余荫之生活方式，不愿去做改变。
或一生辛劳，过着闷闷不乐的生活；或有钱不会花，为守财奴；或能知足常乐。"
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,1,74%,本命 命宫 加会 贪狼 廉贞,有色彩感，爱好艺术，喜运动或跳舞。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,2,74%,本命 福德宫 加会 贪狼 廉贞,有色彩感，爱好艺术，喜运动或跳舞。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,3,71%,本命 福德宫 坐守 紫微,一生福德深厚，能享受崇高富贵之乐。可能会有与另一半缺乏沟通的状况。而且内心深处比较自我，会让另一半觉得自己不够重要，从而影响婚姻。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,4,71%,本命 福德宫 坐守 破军,喜亲力亲为，劳心劳力而不辞，易生改变之心。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,5,71%,本命 父母宫 坐守 天机,不是［远离父母］，就是［刑克］。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,6,71%,本命 交友宫 坐守 化忌,与朋友较重情义，有亏欠朋友之感受。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,7,71%,本命 夫妻宫 坐守 武曲,"刑克，易生离再婚。父母之命，媒约之言，必生悔恨，非克即离。
如果武曲入庙者，迟婚可免，以同年龄者合合格。
如果武曲入庙会吉星及文昌、文曲、化科者，妻子贤能。
如果有禄存、天马者，因妻得财。
如果会天姚星以竹目然相识，自由恋爱者，始能配合。"
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,8,71%,本命 子女宫 坐守 天同,子女白手可以兴家，追随自己的晚辈易脱离自己，另起炉灶。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,9,71%,本命 官禄宫 坐守 天府,凡有经营，以脚踏实地为佳，否则徒自寻烦恼。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,10,71%,本命 子女宫 坐守 化权,子女幼年顽皮，叛逆，宜用疏导方式教导，不可用专制或压抑方式管教，避免反弹。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,11,71%,本命 福德宫 坐守 化科,享受，有计划，精神开朗，喜助人，有福慧，品德好。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,12,71%,本命 迁移宫 坐守 廉贞,宜离开出生地发展。出外多奇遇、劳碌，宜都市发展，在家日子少。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,13,71%,本命 夫妻宫 坐守 禄存,姻缘运过门不入的遗憾常可能发生，墙外的人很难找到登配的人，以进入婚姻的窄门，而墙内之人想往外逃也难以找到门道。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,14,71%,本命 迁移宫 坐守 贪狼,社交范围广泛，能接触到各行各业的人士，并能够从他们身上获得信息、资源。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,15,71%,本命 夫妻宫 坐守 七杀,配偶一不高兴脸就拉下来，翻脸像翻书。
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,16,71%,本命 父母宫 坐守 化禄,"父母与我有缘、得父母之庇荫、得财禄、头脑聪明。
藉父母、长上之力或服务公家机构得食禄、财禄。
在出生地、血缘地发展，较能得食禄、财禄。"
1995-07-11,female,女命,5,3-5点,http://mfsm.kvov.com/fx/1995-07-11/mfsmm-5-2.html,17,71%,"本命 坐守 天马
本命 夫妻宫 加会1个及以上 地劫 地空 天空 旬空",易终身奔走。
